,카테고리,time,강수량,일조합(hr),일조율(%),평균기온(℃),최고기온(℃),계절
5390,닭갈비,2024-03-13,0.0,10.9,91.6,6.5,12.0,봄
5391,닭갈비,2024-03-09,0.0,10.9,93.2,2.0,7.1,봄
5392,닭갈비,2024-05-09,0.0,12.8,91.4,16.1,21.8,봄
5393,닭갈비,2023-09-20,35.8,0.0,0.0,20.6,23.9,가을
5394,닭갈비,2023-11-21,0.0,9.3,93.0,7.4,14.8,가을
5395,닭갈비,2024-02-21,17.8,0.0,0.0,1.9,4.0,겨울
5396,닭갈비,2023-11-26,0.0,1.4,14.1,4.0,7.2,가을
5397,닭갈비,2024-01-18,0.5,6.3,63.6,4.5,9.4,겨울
5398,닭갈비,2023-09-10,0.0,5.7,44.9,25.7,29.6,가을
5399,닭갈비,2023-09-18,0.0,4.9,39.5,24.7,28.9,가을
5400,닭갈비,2023-09-16,38.7,0.1,0.8,23.9,26.6,가을
5401,닭갈비,2023-12-10,0.0,6.765051162790696,0.0,11.4,15.5,겨울
5402,닭갈비,2024-03-21,0.0,11.3,92.6,5.0,11.5,봄
5403,닭갈비,2023-10-31,0.0,5.2,48.6,16.5,20.8,가을
5404,닭갈비,2023-10-27,0.0,4.6,42.6,15.7,20.2,가을
5405,닭갈비,2023-10-01,0.0,10.4,88.1,18.4,23.7,가을
5406,닭갈비,2023-11-18,0.0,9.3,92.1,0.6,5.7,가을
5407,닭갈비,2024-01-12,0.0,8.9,90.8,0.9,4.2,겨울
5408,닭갈비,2024-02-04,0.0,4.6,44.2,7.3,12.2,겨울
5409,닭갈비,2023-10-30,0.0,9.3,86.9,15.1,21.9,가을
5410,닭갈비,2023-09-22,0.0,10.4,85.2,20.5,26.7,가을
5411,닭갈비,2023-08-02,0.0,11.2,79.4,29.7,33.7,여름
5412,닭갈비,2023-10-01,0.0,10.4,88.1,18.4,23.7,가을
5413,닭갈비,2024-02-29,0.0,1.2,10.6,4.8,9.6,겨울
5414,닭갈비,2023-12-22,0.0,9.1,94.8,-11.6,-8.0,겨울
5415,닭갈비,2023-11-13,0.0,9.5,93.1,2.0,6.7,가을
5416,닭갈비,2023-10-20,0.0,10.1,91.0,11.6,15.1,가을
5417,닭갈비,2023-09-17,3.0,3.3,26.6,24.7,28.0,가을
5418,닭갈비,2023-09-30,4.5,1.6,13.4,19.7,22.2,가을
5419,닭갈비,2023-09-19,0.0,1.3,10.6,24.1,27.2,가을
5420,닭갈비,2023-10-02,0.0,10.3,87.3,18.2,24.6,가을
5421,닭갈비,2023-09-24,0.0,9.0,74.4,21.8,26.2,가을
5422,닭갈비,2023-11-01,0.0,0.0,0.0,19.0,20.6,가을
5423,닭갈비,2023-10-31,0.0,5.2,48.6,16.5,20.8,가을
5424,닭갈비,2023-06-01,0.0,2.2,15.1,22.8,26.3,여름
5425,닭갈비,2023-06-28,0.0,3.8,25.7,26.5,30.1,여름
5426,닭갈비,2023-08-28,10.4,0.0,0.0,22.7,25.6,여름
5427,닭갈비,2023-06-09,1.2,11.8,80.3,23.3,28.4,여름
5428,닭갈비,2023-10-25,0.0,6.0,55.0,16.6,21.9,가을
5429,닭갈비,2023-09-27,4.4,0.1,0.8,21.5,23.7,가을
5430,닭갈비,2023-05-18,1.3,1.4,9.8,21.2,27.6,봄
5431,닭갈비,2023-05-12,0.0,6.7,47.5,18.4,24.7,봄
5432,닭갈비,2023-07-04,61.8,0.0,0.0,26.1,29.2,여름
5433,닭갈비,2023-04-24,0.0,7.8,57.8,15.8,21.3,봄
5434,닭갈비,2023-08-01,0.0,10.3,73.0,29.9,34.2,여름
5435,닭갈비,2023-07-15,2.3,0.0,0.0,24.5,25.7,여름
5436,닭갈비,2023-06-21,24.9,0.0,0.0,20.5,22.1,여름
5437,닭갈비,2024-01-20,0.4,0.0,0.0,3.4,4.9,겨울
5438,닭갈비,2023-04-15,4.6,2.3,17.4,13.5,16.6,봄
5439,닭갈비,2023-08-13,0.0,2.7,19.7,27.0,31.1,여름
5440,닭갈비,2023-03-14,0.0,9.1,76.5,9.2,15.4,봄
5441,닭갈비,2023-04-21,0.0,7.8,58.2,16.7,22.8,봄
5442,닭갈비,2023-09-08,0.0,12.0,94.5,25.3,30.5,가을
5443,닭갈비,2022-12-24,0.0,8.9,92.7,-8.4,-2.0,겨울
5444,닭갈비,2023-03-13,0.0,9.8,83.1,2.9,7.6,봄
5445,닭갈비,2023-04-11,2.9,0.0,0.0,13.1,17.4,봄
5446,닭갈비,2023-05-02,0.0,8.2,59.4,16.7,23.7,봄
5447,닭갈비,2023-02-28,0.0,3.0,26.5,4.3,8.7,겨울
5448,닭갈비,2023-04-01,0.0,10.8,85.7,17.5,25.6,봄
5449,닭갈비,2023-01-14,1.6,0.0,0.0,6.6,8.4,겨울
5450,닭갈비,2023-03-15,0.0,1.2,10.1,8.6,14.4,봄
5451,닭갈비,2022-12-11,0.0,8.9,92.7,1.6,6.8,겨울
5452,닭갈비,2022-12-31,0.0,1.1,11.5,-1.2,2.1,겨울
5453,닭갈비,2023-04-25,0.4,0.0,0.0,10.9,13.2,봄
5454,닭갈비,2023-03-18,0.0,9.9,82.5,7.7,14.0,봄
5455,닭갈비,2023-02-17,0.0,7.5,68.8,3.4,9.8,겨울
5456,닭갈비,2022-12-02,0.0,9.0,91.8,-2.5,3.0,겨울
5457,닭갈비,2022-11-29,3.8,2.0,20.4,6.9,15.0,가을
5458,닭갈비,2022-12-24,0.0,8.9,92.7,-8.4,-2.0,겨울
5459,닭갈비,2023-01-19,1.0,3.1,31.3,-0.4,4.3,겨울
5460,돼지고기구이,2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
5461,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5462,돼지고기구이,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5463,돼지고기구이,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5464,돼지고기구이,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
5465,돼지고기구이,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
5466,돼지고기구이,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
5467,돼지고기구이,2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
5468,돼지고기구이,2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5469,돼지고기구이,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
5470,돼지고기구이,2024-05-23,0.0,12.7,88.2,20.2,26.4,봄
5471,돼지고기구이,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5472,돼지고기구이,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
5473,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5474,돼지고기구이,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
5475,돼지고기구이,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
5476,돼지고기구이,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
5477,돼지고기구이,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
5478,돼지고기구이,2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
5479,돼지고기구이,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5480,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5481,돼지고기구이,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
5482,돼지고기구이,2024-04-28,0.0,11.4,83.2,20.7,28.9,봄
5483,돼지고기구이,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5484,돼지고기구이,2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
5485,돼지고기구이,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
5486,돼지고기구이,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5487,돼지고기구이,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
5488,돼지고기구이,2024-05-20,0.0,0.5,3.5,19.4,22.8,봄
5489,돼지고기구이,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
5490,돼지고기구이,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5491,돼지고기구이,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5492,돼지고기구이,2024-03-26,11.5,2.3,18.5,7.4,12.4,봄
5493,돼지고기구이,2024-03-24,0.0,8.1,65.9,16.2,23.4,봄
5494,돼지고기구이,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
5495,돼지고기구이,2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
5496,돼지고기구이,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
5497,돼지고기구이,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
5498,돼지고기구이,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
5499,돼지고기구이,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
5500,돼지고기구이,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5501,돼지고기구이,2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
5502,돼지고기구이,2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
5503,돼지고기구이,2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
5504,돼지고기구이,2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
5505,돼지고기구이,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
5506,돼지고기구이,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
5507,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5508,돼지고기구이,2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
5509,돼지고기구이,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
5510,돼지고기구이,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5511,돼지고기구이,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
5512,돼지고기구이,2024-05-01,0.0,9.8,71.0,18.5,24.0,봄
5513,돼지고기구이,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
5514,돼지고기구이,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5515,돼지고기구이,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
5516,돼지고기구이,2024-03-16,0.0,8.3,69.2,10.9,18.3,봄
5517,돼지고기구이,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5518,돼지고기구이,2024-03-23,0.1,8.2,66.7,13.0,18.2,봄
5519,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5520,돼지고기구이,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
5521,돼지고기구이,2024-03-15,0.0,10.6,89.1,8.9,14.5,봄
5522,돼지고기구이,2024-03-03,0.0,6.6,57.4,4.0,7.8,봄
5523,돼지고기구이,2024-04-17,0.0,10.3,77.4,15.0,21.8,봄
5524,돼지고기구이,2024-05-27,0.0,9.9,68.3,18.5,22.6,봄
5525,돼지고기구이,2024-04-21,0.0,1.0,7.5,17.2,21.7,봄
5526,돼지고기구이,2024-02-23,0.4,5.8,52.3,1.8,6.1,겨울
5527,돼지고기구이,2024-03-08,0.0,10.4,88.9,2.1,6.5,봄
5528,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5529,돼지고기구이,2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5530,돼지고기구이,2024-04-18,0.0,11.7,88.0,17.3,24.9,봄
5531,돼지고기구이,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
5532,돼지고기구이,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5533,돼지고기구이,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
5534,돼지고기구이,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
5535,돼지고기구이,2024-02-23,0.4,5.8,52.3,1.8,6.1,겨울
5536,돼지고기구이,2024-02-04,0.0,4.6,44.2,7.3,12.2,겨울
5537,돼지고기구이,2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
5538,돼지고기구이,2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5539,돼지고기구이,2024-03-29,1.4,2.5,20.0,7.6,12.3,봄
5540,돼지고기구이,2024-04-09,0.0,11.9,92.2,15.3,20.8,봄
5541,돼지고기구이,2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5542,돼지고기구이,2024-02-20,2.6,0.0,0.0,4.3,6.8,겨울
5543,돼지고기구이,2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
5544,돼지고기구이,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
5545,돼지고기구이,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
5546,돼지고기구이,2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
5547,돼지고기구이,2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
5548,돼지고기구이,2024-01-26,0.0,9.4,93.1,-1.7,4.0,겨울
5549,돼지고기구이,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
5550,돼지고기구이,2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
5551,돼지고기구이,2024-05-31,1.0,11.8,80.8,20.4,25.4,봄
5552,돼지고기구이,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
5553,돼지고기구이,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
5554,돼지고기구이,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5555,돼지고기구이,2024-07-07,28.7,0.6,4.1,24.4,28.2,여름
5556,돼지고기구이,2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
5557,돼지고기구이,2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
5558,돼지고기구이,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5559,돼지고기구이,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5560,"멕시코,남미음식",2023-12-31,4.7,0.6,6.3,2.1,4.3,겨울
5561,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5562,"멕시코,남미음식",2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
5563,"멕시코,남미음식",2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
5564,"멕시코,남미음식",2024-05-22,0.0,10.0,69.4,20.5,25.5,봄
5565,"멕시코,남미음식",2024-04-29,0.0,8.8,64.2,20.9,26.1,봄
5566,"멕시코,남미음식",2024-06-29,38.3,6.9,46.9,26.7,32.3,여름
5567,"멕시코,남미음식",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5568,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5569,"멕시코,남미음식",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5570,"멕시코,남미음식",2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
5571,"멕시코,남미음식",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5572,"멕시코,남미음식",2024-06-16,0.0,13.2,89.2,24.3,29.5,여름
5573,"멕시코,남미음식",2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
5574,"멕시코,남미음식",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5575,"멕시코,남미음식",2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5576,"멕시코,남미음식",2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
5577,"멕시코,남미음식",2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
5578,"멕시코,남미음식",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5579,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5580,"멕시코,남미음식",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5581,"멕시코,남미음식",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5582,"멕시코,남미음식",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5583,"멕시코,남미음식",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5584,"멕시코,남미음식",2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
5585,"멕시코,남미음식",2024-06-25,0.0,10.7,72.3,22.9,27.2,여름
5586,"멕시코,남미음식",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
5587,"멕시코,남미음식",2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
5588,"멕시코,남미음식",2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
5589,"멕시코,남미음식",2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
5590,"멕시코,남미음식",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
5591,"멕시코,남미음식",2024-02-15,10.9,0.9,8.3,4.5,11.6,겨울
5592,"멕시코,남미음식",2024-02-23,0.4,5.8,52.3,1.8,6.1,겨울
5593,"멕시코,남미음식",2024-03-31,0.0,10.1,80.2,10.6,17.7,봄
5594,"멕시코,남미음식",2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
5595,"멕시코,남미음식",2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
5596,"멕시코,남미음식",2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
5597,"멕시코,남미음식",2024-03-11,0.0,6.765051162790696,52.294707572527585,6.2,10.8,봄
5598,"멕시코,남미음식",2024-05-10,0.0,12.5,88.7,17.9,23.8,봄
5599,"멕시코,남미음식",2024-06-28,0.0,13.2,89.2,26.6,32.5,여름
5600,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5601,"멕시코,남미음식",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5602,"멕시코,남미음식",2024-03-31,0.0,10.1,80.2,10.6,17.7,봄
5603,"멕시코,남미음식",2024-06-27,0.0,9.3,62.8,26.3,31.6,여름
5604,"멕시코,남미음식",2024-04-12,0.0,9.8,74.8,17.2,24.2,봄
5605,"멕시코,남미음식",2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5606,"멕시코,남미음식",2024-02-23,0.4,5.8,52.3,1.8,6.1,겨울
5607,"멕시코,남미음식",2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
5608,"멕시코,남미음식",2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
5609,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5610,"멕시코,남미음식",2024-06-17,0.0,13.1,88.5,24.8,30.2,여름
5611,"멕시코,남미음식",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
5612,"멕시코,남미음식",2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
5613,"멕시코,남미음식",2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
5614,"멕시코,남미음식",2024-04-08,0.0,2.0,15.5,16.2,22.8,봄
5615,"멕시코,남미음식",2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
5616,"멕시코,남미음식",2024-05-13,0.0,13.1,92.9,18.3,24.5,봄
5617,"멕시코,남미음식",2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
5618,"멕시코,남미음식",2024-04-06,0.0,6.6,51.6,12.7,18.9,봄
5619,"멕시코,남미음식",2024-07-06,2.8,0.1,0.7,25.1,30.0,여름
5620,"멕시코,남미음식",2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
5621,"멕시코,남미음식",2024-05-17,0.0,10.8,75.5,18.3,24.9,봄
5622,"멕시코,남미음식",2024-04-11,0.0,4.0,30.8,15.5,21.1,봄
5623,"멕시코,남미음식",2023-12-29,0.0,1.8,18.8,1.3,4.6,겨울
5624,"멕시코,남미음식",2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
5625,"멕시코,남미음식",2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5626,"멕시코,남미음식",2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
5627,"멕시코,남미음식",2024-05-15,20.6,3.1,21.8,12.6,18.8,봄
5628,"멕시코,남미음식",2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
5629,"멕시코,남미음식",2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
5630,"멕시코,남미음식",2024-02-17,0.0,8.7,79.8,4.4,11.7,겨울
5631,"멕시코,남미음식",2024-07-01,0.0,8.3,56.5,26.3,31.3,여름
5632,"멕시코,남미음식",2024-05-25,0.0,2.3,15.9,21.4,24.7,봄
5633,"멕시코,남미음식",2024-06-09,0.0,12.3,83.7,22.9,28.8,여름
5634,"멕시코,남미음식",2024-01-16,0.0,8.3,83.8,-2.1,4.3,겨울
5635,"멕시코,남미음식",2024-04-26,0.0,10.7,78.7,17.8,26.0,봄
5636,"멕시코,남미음식",2024-05-21,0.0,9.4,65.3,21.7,28.3,봄
5637,"멕시코,남미음식",2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
5638,"멕시코,남미음식",2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5639,"멕시코,남미음식",2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5640,"멕시코,남미음식",2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
5641,"멕시코,남미음식",2024-04-22,0.0,4.6,34.3,18.8,24.1,봄
5642,"멕시코,남미음식",2024-04-14,0.0,11.7,89.3,20.8,29.4,봄
5643,"멕시코,남미음식",2024-05-16,0.1,13.1,92.3,13.7,19.8,봄
5644,"멕시코,남미음식",2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
5645,"멕시코,남미음식",2024-01-28,0.0,8.0,78.4,-1.5,3.8,겨울
5646,"멕시코,남미음식",2024-03-27,0.0,8.8,71.0,10.4,16.2,봄
5647,"멕시코,남미음식",2024-06-04,0.0,13.5,92.5,22.8,29.3,여름
5648,"멕시코,남미음식",2024-06-19,0.0,13.0,87.8,28.8,35.8,여름
5649,"멕시코,남미음식",2024-06-22,16.5,0.0,0.0,24.2,26.1,여름
5650,"멕시코,남미음식",2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5651,요리주점,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5652,요리주점,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
5653,요리주점,2024-06-20,0.0,12.1,81.8,29.4,35.4,여름
5654,요리주점,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
5655,요리주점,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5656,요리주점,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
5657,요리주점,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
5658,요리주점,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
5659,요리주점,2024-05-11,31.7,0.1,0.7,17.0,22.0,봄
5660,요리주점,2024-06-13,0.0,13.3,90.5,26.4,32.8,여름
5661,요리주점,2024-04-26,0.0,10.7,78.7,17.8,26.0,봄
5662,요리주점,2024-06-15,6.1,3.4,23.0,24.2,28.2,여름
5663,요리주점,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5664,요리주점,2024-06-21,0.0,10.3,69.6,28.1,33.9,여름
5665,요리주점,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
5666,요리주점,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5667,요리주점,2024-06-08,16.9,2.5,17.0,20.3,25.0,여름
5668,요리주점,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
5669,요리주점,2024-06-23,5.1,3.8,25.7,25.1,30.1,여름
5670,요리주점,2024-04-24,9.0,1.9,14.1,13.2,16.5,봄
5671,요리주점,2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
5672,요리주점,2024-04-25,0.0,6.2,45.6,14.4,20.8,봄
5673,요리주점,2024-05-28,0.0,11.1,76.6,20.4,26.1,봄
5674,요리주점,2024-04-25,0.0,6.2,45.6,14.4,20.8,봄
5675,요리주점,2024-06-30,32.2,0.0,0.0,23.5,24.9,여름
5676,요리주점,2024-07-03,0.8,0.6,4.1,24.7,25.9,여름
5677,요리주점,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
5678,요리주점,2024-05-02,0.0,12.8,92.8,18.1,23.7,봄
5679,요리주점,2024-05-05,48.3,0.0,0.0,17.8,20.6,봄
5680,요리주점,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
5681,요리주점,2024-05-26,8.7,3.1,21.4,19.9,23.7,봄
5682,요리주점,2024-04-30,0.0,5.5,40.1,18.6,22.5,봄
5683,요리주점,2024-05-24,0.0,4.7,32.6,20.1,24.7,봄
5684,요리주점,2024-04-13,0.0,12.1,92.4,19.1,27.3,봄
5685,요리주점,2024-07-02,65.1,0.0,0.0,23.2,25.2,여름
5686,요리주점,2024-06-05,0.0,10.4,70.7,23.6,30.1,여름
5687,요리주점,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
5688,요리주점,2024-06-18,0.0,13.4,90.5,26.0,32.9,여름
5689,요리주점,2024-03-31,0.0,10.1,80.2,10.6,17.7,봄
5690,요리주점,2024-05-21,0.0,9.4,65.3,21.7,28.3,봄
5691,요리주점,2024-05-20,0.0,0.5,3.5,19.4,22.8,봄
5692,요리주점,2024-06-01,0.0,9.4,64.4,20.7,25.2,여름
5693,요리주점,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
5694,요리주점,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
5695,요리주점,2024-07-05,4.1,1.4,9.5,23.4,26.1,여름
5696,요리주점,2024-05-19,0.0,12.6,88.1,21.5,27.9,봄
5697,요리주점,2024-05-14,0.0,13.0,91.5,18.8,24.7,봄
5698,요리주점,2024-05-13,0.0,13.1,92.9,18.3,24.5,봄
5699,요리주점,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5700,요리주점,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5701,요리주점,2024-05-12,0.0,11.4,80.9,16.6,21.6,봄
5702,요리주점,2024-05-04,0.0,12.5,89.9,21.4,28.5,봄
5703,요리주점,2024-05-21,0.0,9.4,65.3,21.7,28.3,봄
5704,요리주점,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5705,요리주점,2024-05-20,0.0,0.5,3.5,19.4,22.8,봄
5706,요리주점,2024-05-01,0.0,9.8,71.0,18.5,24.0,봄
5707,요리주점,2024-06-03,0.0,11.2,76.7,22.2,28.7,여름
5708,요리주점,2024-07-04,3.6,3.4,23.1,26.8,30.6,여름
5709,요리주점,2024-05-23,0.0,12.7,88.2,20.2,26.4,봄
5710,요리주점,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
5711,요리주점,2024-04-16,2.3,3.7,28.0,13.3,17.9,봄
5712,요리주점,2024-06-11,0.0,10.2,69.4,25.4,31.6,여름
5713,요리주점,2024-06-06,0.0,9.3,63.3,24.1,31.4,여름
5714,요리주점,2024-06-12,0.0,11.3,76.9,24.8,31.8,여름
5715,요리주점,2024-03-26,11.5,2.3,18.5,7.4,12.4,봄
5716,요리주점,2024-03-30,0.0,5.4,43.2,8.8,15.6,봄
5717,요리주점,2024-05-07,2.4,0.0,0.0,13.3,15.0,봄
5718,요리주점,2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
5719,요리주점,2024-06-10,0.0,11.9,81.0,24.7,31.1,여름
5720,요리주점,2024-04-19,0.0,10.4,78.2,17.6,24.3,봄
5721,요리주점,2024-03-29,1.4,2.5,20.0,7.6,12.3,봄
5722,요리주점,2024-05-18,0.0,11.3,79.0,20.7,26.5,봄
5723,요리주점,2024-05-08,0.0,11.0,78.6,14.7,21.4,봄
5724,요리주점,2024-05-05,48.3,0.0,0.0,17.8,20.6,봄
5725,요리주점,2024-06-14,0.0,9.1,61.5,26.3,33.0,여름
5726,요리주점,2024-05-07,2.4,0.0,0.0,13.3,15.0,봄
5727,요리주점,2024-06-07,0.8,7.1,48.3,23.1,28.0,여름
5728,요리주점,2024-05-30,0.0,0.6,4.1,20.7,24.6,봄
5729,요리주점,2024-05-29,0.0,13.2,91.0,21.2,26.8,봄
5730,요리주점,2024-04-27,0.0,12.5,91.9,18.2,26.2,봄
