가게 이름,댓글,작성 날짜
닭갈비,"크으 가성비 좋고 리뷰 서비스도 너무 좋네용
2인분인데 양도 많고 맛있게 먹고갑니당ㅎㅎㅎㅋ",6.29.토
닭갈비,"기다림 없이 바로 방문할 수 있어 좋아요!
눈꽃송이 닭갈비 치즈 완전 많아요 ,,
직원분도 친절하셔서 기분이 좋네요 ㅎㅎ!",5.15.수
닭갈비,강남역에서 엄청 가까워서 대중교통 이용하기 너무 좋아요. 인기맛집이라 웨이팅 있지만 테이블 회전 빨 라서 금방 안내해주심. 직원분들 친절하시고 음...,7.6.토
닭갈비,인기가 엄청 많아요!! 대기가 좀 있는데 가게가 넓어서 금방금방 줄어드니까 그냥 줄 서도 금방 드실 수 있어 요! 그리고 대기하고 자리안내해주시는 알바생...,6.14.금
닭갈비,닭갈비에 우동이랑 치즈 추가해서 두 명이서 먹었는 데 너무 맛있어요! 처음으로 우동사리를 추가해서 먹 어봤는데 닭갈비랑 너무 잘 어울리고 짱 맛있어...,6.12.수
닭갈비,강남에서 닭갈비 먹을땐 무조건 여기와요!! 아는 언니 도 이거 너무 좋아해서 청첩장 모임을 여기서 세번이 나 했대요ㅋㅋㅋㅋㅋㅋ 빨리 나오고 중간맛도 ...,5.29.수
닭갈비,"강남역에 위치한 장인닭갈비는 맛과 분위기 모두를 만족시키는 훌륭한 맛집입니다. 양념이 깊게 배어든 닭갈비는 매콤하면서도 감칠맛이 뛰어나, 한 번...",6.8.토
닭갈비,중간맛으로 먹었는데 신라면맛 정도? 많이 안매웠어 용 의외로 양이 많았어요~!간도 그렇게 짜지않구용 치즈 떡 당면 사리세트로 추가햇는데 넉넉하게 ...,7.7.일
닭갈비,금요일 8시 조금 넘어서 방문했는데 5분정도 대기하 고 자리 앉았어요! 중간맛으로 주문하면 살짝 매콤하 게 먹을 수 있어욤 다 볶아서 나와가지고 먹기 ...,6.28.금
닭갈비,배우자랑 강남와서 먹은 저녁메뉴 닭갈비 메뉴구성이 알차고 맵기조절이 가능해 맵찔이인 저희에게 아저 좋은 맵기였습니다. 맵찔이는 순한맛 추천 셀프...,7.2.화
닭갈비,역삼 강남역 직장인들의 소울푸드를 먹고 왔습니다 ㅎㅎ 역삼동 점심 맛집인 장인닭갈비 인데요. 점심메 뉴가 아주 혜자롭습니다! 양도 많고 맛도 좋고...,5.9.목
닭갈비,"넘 맛있어거 먹다가 급하게 찍었네요 ㅠㅠ 장인 이름
이 아깝지 않을 정도로 맛있어요 ㅠㅠ 강남에서 닭갈
비 드실때 꼭 드세요! 강추!! 평일 점심은 치즈...",6.28.금
닭갈비,오?!최근 먹은 닭갈비중에 제일 맛깔나늠 맛이였습니 다! 기분좋은 깔끔한 매운맛이라 계속 당기고 우동면 이랑 잘 어울리네요🫢 다음에도 다시 올 것 같...,6.10.월
닭갈비,닭갈비 먹고 싶어서 갔는데 양도 많고 매콤해서 맛있게 먹었어요! 다음에 또 방문할게요🤍,7.3.수
닭갈비,중간맛 2인 주문했구요 꽤나 매콤한데 맛있습니다 점 심 피크타임에 방문해서 대기가 엄청나더라구요 운이 좋아서 바로 착석했는데 방심하면 생기는 대기...,6.15.토
닭갈비,"닭갈비 깨끗하게 잘나오고 셀프바 샐러드와 야채도 
좋고 봉봉 음료는 무조건 강추. 편하게 가서 즐겁게 먹
기 좋은 곳입니다. 점심시간 지나가다보면 항상...",6.12.수
닭갈비,웨이팅 해도 항상 맛있는 강남역닭갈비 맛집 장인닭 갈비에요!! 사람 많아도 늘 친절하고 바로바로 조리해 서 나오기 때문에 늘 만족해요!! 치즈사리 듬뿍...,6.11.화
닭갈비,전 강남 장인닭갈비에는 셀프바가 있어서 야채를 많 이 먹을 수 있어서 좋아요~~^^ 그리고 다 조리가 되 어서 나오기 때문에 바로 먹을 수 있어서 전 좋...,5.23.목
닭갈비,장인닭갈비 처음 방문해보는데 매운맛 조절도 가능하고 셀프바에서 추가 메뉴들 자유로이 이용 가능해서 좋았어요-!!! 그리고 맛있어요 ㅎㅎㅎ,6.3.월
닭갈비,조리돼서 나오는데도 메뉴가 굉장히 빨리 나왔어요!! 앞에 역삼역에서 일정 있었는데 일정 끝나고 여기 생 각나서 재방문했어요!! 라면도 꼬들꼬들하게 잘...,7.6.토
닭갈비,순한맛이어도 맵찔이면 좀 매콤하다 느낄 수 있음 맛 있는데 고기 양이 좀 많이 적고 양배추 양이 많음 볶음 밥은 필수임 볶음밥 때문에 온 적 많음 밥시간...,7.3.수
닭갈비,"닭갈비 좋아하눈데 장인은 처음 왔어요 유명한 이유
가 있네요~ 닭냄새 예민한데 안나고 맛있어요. 다만 
제가 심한 맵찔인데 보통도 매워요🤣 맵찔은 ...",6.8.토
닭갈비,장인 닭갈비 강남 맛집이라길래 와봤는데 맛있습니다 !!! 치즈가 쭈욱 늘어나서 고기랑 같이 싸먹으면 더욱 맛남 !🫧🫧 맛있게 잘 먹고 갑니다 😁✨,6.21.금
닭갈비,"장인닭갈비 언제 먹어도 너무 맛있어요. 특히 바로 먹
을 수 있게 조리되어 나오니 더운 여름에도, 불조절 제
댜로 못해도 걱정 없어요. 아이들도 너무너무 ...",6.23.일
닭갈비,"너무 맛있고 진짜 재방문 100%% 입니다 종업원 분들
도 넘넘 친절해요💕 감사합니다 셀프바도 너무 좋음!
!😉",6.16.일
닭갈비,치즈가 쭉쭉 늘어나고 양이 많아서 푸짐하게 즐길 수 있너요-! 주말 점심기준 웨이팅이 있어서 피크타임 피해서 가시는 것 추천-!! 든든하게 잘 즐기고갑니다~!,5.26.일
닭갈비,"매장이 깔끔하고 음식도 맛있어요. 
매운 단계는 3단계인데 중간맛도 충분히 매우니 참고.
셀프바가 있어 야채는 무한리필이라 편해서 좋아요.",5.27.월
닭갈비,닭갈비를 이렇게 먹을수 있구나 생각을 했습니다 매 콤한거 좋아하시면 연인분들이랑 같이 와서 드셔도 좋을서 같습니다 우동사리 필수입니다 즐거운 ...,6.28.금
닭갈비,닭갈비 중간맛시켰는데 신라면보다 쪼금 더 매콤해요! 샐러드도 맛있어용 다음에 또 올게용😆❤,6.14.금
닭갈비,너무 맛있게 먹었습니다.. 강남역 주변 최고의 닭갈비집😍😍😍😍 강남에 와서 닭갈비 땡기면 무조건 여기 옵니다. 회사 지인들하고도 무조건 옵니다. 😍😍,7.1.월
닭갈비,지나가다가 사람도 많고 맛있어 보여서 들어왔는데 직원분도 엄청 친절하시고 음식도 금방 나와서 좋았 어요 순한맛으로 시켰는데 치즈랑 먹으니까 엄...,5.16.목
닭갈비,주말 점심시간에 방문했고 웨이팅은 한 8팀 정도 있었 어요!! 근데 매장이 커서 그런지 회전이 빨라서 한 15 분 정도밖에 안 기다렸어요!! 직원분들 너무 친...,6.29.토
닭갈비,직장 근처 닭갈비 맛집😜 조리 되어나와 간편하고 맛도 맛있습니다! 추천합니다,6.21.금
닭갈비,매콤하고 양 많아서 너무 좋아요! 사람많은데도 금방 먹을 수 잇엇어요!!,6.25.화
닭갈비,"잘먹었습니다. 라면사리인데 당면사리가나와 말씀드
리니 바로 라면사리추가해주셨어요. 더 기분좋게 먹
었습니다.",7.7.일
닭갈비,폰액정 필름바꾸러갓다가 사장님이 추천해주셔서 왓 는데 넘 맛도리집이엿더요!!!!!!! 치즈추가 꼭해서 먹어 야된다고 해서 먹엇는데 진짜 대존맛이엿슴ㅋ...,7.3.수
닭갈비,"닭갈비 정말 맛나고 재료들도 신선해서 더욱더 맛있
게 먹었습니다 저희 아버지가 춘천 닭갈비 생각해서 
왔는데 깜놀했음 더 맛있대요 잘먹고 갑니다 ㅎㅎ",5.18.토
닭갈비,😋 큰애 시험끝난기념으로 같이나와서 닭갈비 먹고 싶대서 왔어요. 치즈닭갈비 점심세트 가성비 대박. 매 장도 넓고 시원하고 깨끗하네용 반찬도 쌈도 양...,5.2.목
닭갈비,2명이서 왔는데 너무푸짐하고 맛있어요 치즈도 가득 들어있고 데이트하기도너무좋고 거의다익혀져서 나 와서 좀만익히고 바로먹기도 좋아요! 쌈채소도...,5.10.금
닭갈비,"너무 센스있는 구성이에요! 추천!
맛있고 위치도 좋아요 ㅋㅋㅋ 매장도 넓어서 로테이션 빠른것 같아용",6.5.수
닭갈비,"역시 장인닭갈비! 언제나 먹어도 맛잇어요 ㅎㅎ 다음
에 또올게요! 화장실도 안에 있어서 좋았어용🤍",6.8.토
닭갈비,매운음식을 좋아해서 닭갈비도 매운맛으로 주문했어 요 ㅎ 맛있게 매운맛이 너무 중독적이라 정말 좋았습 니다! 럭키봉봉 쥬스에 귤이 가득 들어서 달콤...,4.19.금
닭갈비,셀프바에서 쌈이랑 샐러드 편하게 이용가능해서 좋아요. 맛도 단계별로 선택할 수 있어 굿굿,5.23.목
닭갈비,"예약없이 왔는데 운좋게 바로 먹었어요!! 대기가 어느
정도 있는 맛집이에요ㅎㅎ 소시지랑 라면 사리 추가
해서 먹었는데 완전 꿀맛😘👍",6.30.일
닭갈비,"사람도 엄청 많고 맛있어보여서 들어왔는데 맛도 있고 음식도 빨리 나와서 좋았어요!! 
치즈추가해서 먹었는데 맛있었어요!",5.25.토
닭갈비,"닭갈비 양도 많고 치즈가 미쳤어요 증말 ㅠㅠㅠ
너무 맛있게 먹고 갑니댜 다음에 또 올게요!!!!!",6.2.일
닭갈비,오랜만에 닭갈비 먹고 싶어서 방문했어요!! 역시 장인 닭갈비는 맛있네용 다른 지점에서도 먹어봤는데 여기 가 더 맛있는 것 같아요! 직원분들도 친절하시...,6.24.월
닭갈비,강남역 올 때마다 친구들이랑 필수로 들리는 곳이에요! 너무 맛있어용,7.7.일
닭갈비,매번 사람이 많아서 궁금해서 먹어봤어요! 치즈 없는 비주얼은 없길래 올려욯ㅎㅎㅎ 치즈없어도 너무 맛있 었어요! 무엇보다 상추 쌈무를 부담없이 셀프로...,6.25.화
닭갈비,치즈 맛잇오용 닭갈비두 맛잇어용 ㅎ,6.25.화
닭갈비,남자친구랑 강남에 저녁먹으러왔는데 조금만 늦게왔 으면 웨이팅 할뻔했어요 그만큼 모두가 인정한 장인 닭갈비의 맛인거같아요!!남친이랑 둘다 대만족...,5.30.목
닭갈비,맛있어요~ 닭이 부드럽고 미리 잘 익어서 나오니까 먹기도 편했어요 일행이 치즈를 안좋아하고 매운걸 잘 못먹어서 중간매운맛 시켰는데 생각보다 안...,5.16.목
닭갈비,"지나가다 들렸는데 맛집이었어요
닭갈비 좋아하는데 정말 맛있어요. 친구와 둘이 먹는데도 양도 많고, 야채도 신선하고 좋아요",6.15.토
닭갈비,팀원들과 회의하기 전에 방문했습니당 ! 깨를 듬뿍 뿌려주셔서 고소하고 맛있었어요. 볶음밥도 맛있었습니당 ㅎㅎ 또 방문할게요 !,6.5.수
닭갈비,오랜만에 강남역 가서 뭐 먹을까 하다가 강남역은 역 시 장인닭갈비지! 하고 갔어요. 7시 넘어서 가니 웨이 팅 있었고 앞에 2팀. 뭐 먹을지 고르고 설레서 ...,6.7.금
닭갈비,강남역에 왔으면 무조건 장인닭갈비 먹어줘야 합니다 ! 양많고 맛있고 잡내도 없구 저 치즈와의 조합은 정말 최고에요! 강남역에 맛난 닭갈비집은 많지만 그...,6.8.토
닭갈비,호주에 오래 있다 오랜만에 먹아요!!! 친구랑 좋은 시간 보내다 갑니다!!,6.17.월
닭갈비,"오랜만에 닭갈비 먹으러 왔는데, 양도 많고 정말 맛있 었습니다😄😄 남녀노소 호불호 없이 먹을 수 있는 맛이에요! 야채나 샐러드를 셀프바에서 원하는 ...",5.6.월
닭갈비,"장인 닭갈비 엄청 맛있어요ㅠㅠ 진짜 가성비도 괜찮
구 완전 배불러요 친구랑 강남 올때 한번쯤 꼭 오는곳 
(*≧з≦) 짱이에욤 辛みの味も選択できるのでめ...",6.14.금
닭갈비,"맛있고 서비스도 좋습니다.
닭갈비 나오는 속도도 빠르고 다 조리되어 나와서 너무 편해요",5.24.금
닭갈비,"맛있어요 ㅎㅎㅎ 2인분인데 양이 아주많아여..ㅎㅎㅎ
ㅎㅎ 배터지게먹고싶으면 추천입니다 닭갈비는 장인
닭갈비로!!",6.30.일
닭갈비,맛있게 잘먹었습니다 분위기도좋네요 해서 가져다주니니 편하고 치즈가있어서 더 맛있어요,7.7.일
닭갈비,너무 맛있어요 !!! 부산에서 먹으러 왔는데 너무 자극적으면 물려서 못먹는데 딱 알맞고 닭고기도 부들부들 치즈도 좋은거 쓰셨는지 넘맛이예용 !!,5.9.목
닭갈비,2인분 시켰는데 생각보다 양도 많은 것 같아요! 맵찔 이라서 그런지 중간맛도 엄청 매콤해요ㅎㅎ씁씁거리 게 되네요. 양배추가 많이 들어있어서 좋아요. ...,5.24.금
닭갈비,"평일 저녁시간. 웨이팅 20분정도 걸렸어요 줄은길었
지만 회전율이 좋아서 빨리 빠져요 간이쎄지않고 맛
있어요 마지막에 장인볶음밥 강추^^",6.25.화
닭갈비,그동안 먹어보고 싶었는디 역시 넘모 맛있어뇨!!! 진짜 지존갓맛집❤️ 담에 또 방문 할래효,6.28.금
닭갈비,맛있어도 반해서 또 방문할거 같습니다 무한리필기분 당면사리 우동사리 동동,6.21.금
닭갈비,"너무 맛잇게먹고 남은사진이라도 ㅎㅎ 불닭이상으로 
매운거조아하는데 매웃맛하니 정말 매워요 매운거러
버들에게 추천드려요!!",7.6.토
닭갈비,강남역 맛집인 장인닭갈비!! 지나가는 길에 사람들이 정말 많이 있길래 홀린 듯 들어갔어요. 역시 사람 많은 곳은 이유가 있듯이 정말 맛있게 먹었습니다!,6.24.월
닭갈비,닭갈비 양도 많고 맛도 되게 좋아요~~,7.3.수
닭갈비,"닭갈비 너무 맛있어요 양도 많고 당면사리 추가 했는
데 맛있어요 치즈도 많이 줘요 볶음밥 완전 맛있어요!!
!!!",5.24.금
닭갈비,5년전쯤 왔을때도 맛있게 먹었던 기억에 오랫만에 방 문 했는데 여전히 깔끔하고 맛있네요!!! 술집들 뿐이라 어딜가야했는데 늦은 시각까지 해서 방문하기 ...,6.15.토
닭갈비,친구들과 오랜만에 온 강남역 무엇을 먹을까 고르고 고르다 들어온 닭갈비집 매장이 큰데 사람들로 꽉 차 있고 음식도 바로 나와서 좋으네요 매콤 달콤 ...,5.12.일
닭갈비,"매장이 넓어서 쾌적하고 셀프바도 굳굳
닭갈비 맛있어요~~",6.30.일
닭갈비,"강남사는 친구가 맛집이라고 데려왔음 전에 주말에 
왔을때는 웨이팅때문에 못먹고 일욜 저녁 늦게오니 
안기다리고 들어옴 푸짐하고 치즈 맛잇음 굿~",6.30.일
닭갈비,닭갈비 맛있고 양도 많아서 볶음밥까지 야무지게 먹 었네요 추가로 시킨 럭키봉봉도 너무 맛있고 시원해 서 행복하게 식사하고 나왔습니다. 강남역 놀러...,6.23.일
닭갈비,오랜만에 와두 맛있어요 좋아용!,6.25.화
닭갈비,닭고기가 부드럼고 치즈도 2인만 한건데 양이 은근 많네용?! 양념듀 마시써요!!! 잘먹고갑니당,7.2.화
닭갈비,강남역 닭갈비 맛집으로 장인닭갈비 강추해요! 치즈 양도 많고 맛도 진해서 정말 맛있게먹었어요😋 닭갈 비양념과 치즈 조합이 완전굿👍🏻 당면도 정말 ...,3.26.화
닭갈비,"오랜만에 신랑이랑 평일에 데이트하는데 평일임에도 
웨이팅 있었어요 그래도 금방 자리가 나더라구요 ㅎ
ㅎ 치즈가 환상이네요 ㅎㅎ 너무 맛있어요!",6.21.금
닭갈비,3번째 방문 !! 맵찔이분들은 무조건 순한만 <<< 중간 맛이 신라면이라고 한 리뷰 봤다가 죽는 줄ㅠㅠㅠ 근 데 맵지만 맛있어서 다 먹었었어요ㅠㅠ 양도 되...,5.5.일
닭갈비,막내동생이 좋아해서 자주와요❤ 매번 친절하고 빠르게 음식주셔서 좋습니당!!ㅎㅎ,6.23.일
닭갈비,"항상 올때마다 맛있게 먹고갑니다 ~~!
직원분들도 너무 친절해요 :)",7.7.일
닭갈비,가성비 장인닭갈비! 다른지점에서도 자두 갔었는데 현 지점도 쾌적하고 친절하시고 푸짐하게 나와요! 자 리가 많은 넓은 매장이지만 주말에는 사람이 많...,6.8.토
닭갈비,맛없을수 없는 치즈닭갈비 그 맛입니다! 맛있는 그 근 본의 맛ㅋㅋ순핫맛 중간맛 매운맛 고를 수 있고 무난 하게 드시려면 중간맛 추쳔드려용 치즈가 판에 ...,3.25.월
닭갈비,비오는날 닭갈비가 최고죠! 친구들과 함께 늦점 먹으 러 갔는데 우리는 매운걸 못 먹어서 안매운맛으로 주 문! 3단계로 주문이 가능해요 ~ 볶음밥까지 맛...,4.20.토
닭갈비,n번째 방문하는 맛집이에요 치즈추가는 필수 볶음밥도 필수!,6.7.금
닭갈비,"런치타임 메뉴로 먹었습니다~ 보통맛으로 시켰는데 
맵찔이인 저는 조금 매워요ㅎㅎ 사리추가는 중간에 
못한다고 하서 처음에 시켜야합니당 닭갈비는 ...",5.30.목
닭갈비,장안닭갈비 처음인데 닭갈비 자체가 맛있고 직원분들도 친절해서 좋았어요💓 또 오고 싶네요 🫶,6.29.토
닭갈비,사리 추가해서 중간맛으로 먹었는데 맵지 않고 적당히 맛있어요! 간단하게 먹기 좋은 것 같습니다~ 밥 볶아 먹었는데 맛있네요!!,5.19.일
닭갈비,닭갈비 친구랑 먹으러 왔는데 다른데보다 양 많고 맛 도 너무 좋아요!!!💚💚💚 매장 넓고 쾌적합니다. 날 씨 여름철같아도 봄이라 에어컨 안 틀어 주는 ...,4.26.금
닭갈비,"강남에서 1인분 12,000 원 닭갈비 ! 가성비가 넘넘 좋
아요 치즈 올려 먹으니 개꿀맛이네용! 점심으로도 먹
구싶어서 회사 근처에있으면 좋겠단 생각이 드네요",6.6.목
닭갈비,"전부터 알았던 곳인데 정말 맛있더라구요,
역시 비오는 날에는 닭갈비가 최고인것 같습니다 
✨♥️",6.29.토
닭갈비,오랜만에 만난 친구랑 데이트하러 왔는데 가격도 싸고 양도 많고 맛있어요 꼭 우동사리랑 치즈사리 추가해서 같이 싸드시길!!,6.25.화
닭갈비,찐 닭갈비 맛집 최고에오 🌟🌟🩵🩵,6.15.토
닭갈비,맛있어요! 6시 10분쯤에 도착했는데 벌써 줄이 있더라구요! 그래도 회전률 빠른 편이라 바로 들어갔어요~!,6.26.수
닭갈비,"강남역 바로 근처에 있어서 방문했는데
맛도 있고 쌈이나 샐러드류도 있어서 좋네요
중간에 치즈와 찍어먹기도 좋아용",6.26.수
닭갈비,중간맛도 살짝 매콤해요!! 저번에는 대기때문에 못 들어왔었는데 기다릴만 했겠어요😆 맛있습니당,6.26.수
닭갈비,"항상 오는 집인데 올때마다 너무 맛있고 강남역 닭갈
비 중에서 제일 맛있는 거 같아요기력 보충하려고 온 
집이 구 기력이. 확실히 보충 될 것 같고, 조만...",6.24.월
닭갈비,여자친구랑 첫 방문인데 평소 닭갈비에 대해 기대치 가 없던 내게 충격을 선사한 식당! 치즈가 당면이나 라 면에 들러붙지않게 구분해놓은 점이 좋았고 기...,6.16.일
닭갈비,"학원 근처라서 자주 올듯 해요~ 기본적으로 닭갈비 맛
이 부드럽고 맛있게 매워서 너무 좋아요! 강남에서 닭
갈비 땡기면 여기로 다들 오세요!",6.23.일
닭갈비,"점심시간인데도 바로 입장했어요! 회전율 좋음! 치즈
도 엄청 넉넉허게 들어있어서 좋았구 조리 후 나오는
거라 바로 먹을수 있었습니당",5.30.목
퓨전음식,"점심회식 맛집 찾다가 대리님 추천으로 예약하고 방 문했네요. 블랙페퍼 큐브, 홍콩 큐브 스테이크, 왕새우 탕면, 왕새우볶음밥, 홍콩파스타, 멘보샤, 치킨 ...",5.28.화
퓨전음식,"예전에 한번 가봤는데~ 여럿이 먹기에 종류도 다양하 고 죄석도 많고해서 재방문했어오. 오늘도 그때 먹었 던 홍콩파스타랑 치즈라구그라탕, 그리고 꿔바...",6.29.토
퓨전음식,후기를 보니까 홍콩 파스타는 빠지지 않길래 시켜봤 는데 마라탕을 처음 먹었을 때의 느낌과 비슷했어요. 약간 향신료 향이 많이 나는 것 같긴한데 엄청 ...,6.9.일
퓨전음식,"여긴 퓨전아시안 음식을 먹을 수 있습니다아! 저는 우 육탕면, 치킨차오멘, 멘보샤1/2를 주문했어요!(2명이 서 방문했습니다☺️) 멘보샤랑 치킨차오멘이 맛...",6.16.일
퓨전음식,세트B+우육탕면 추가! 다양하게 맛보고싶어 주문했 는데 다 성공적이다. 우선 멘보샤 처음 맛본게 목란이 었어서 다른곳꺼 기름먹은 느낌이라 잘못먹었...,6.20.목
퓨전음식,강남맛집 구구당 친구가 멘보샤 맛집이라 해서 갔는 데 ㄹㅇ 멘보샤는 꼭 시켜야함 .ᐟ 왕새우탕면? 도 매 콤하니 맛있었고 마라향 나는 볶음밥도 맛있게 ...,5.29.수
퓨전음식,"양도 적당히 많고 맛있습니다. 블랙페퍼큐브도 맛있
고, 시그니처 메뉴 면도 맛있어요. 멘보샤도 겉바속촉 
맛있어요. 식당도 커서 자리가 많은데 손님들로...",6.5.수
퓨전음식,2번째 방문 웨이팅이 있긴했지만 회전율이 빨라 10분 정도 웨이팅후 바로 입장했어요 자리 안내해주시는 분이 친절했어요 주문후 음식이 정말 빨리 나왔...,5.24.금
퓨전음식,매장이 넓고 깨끗해요. 홍콩식 파스타는 마라향이 나 도 맛있었고요. 치즈그라탕도 특이한 파스타였습니다 . 멘보샤는 조금 새우살이 부족한 느낌이긴했구...,5.25.토
퓨전음식,"가장 유명하다는 홍콩파스타, 그리고 우육탕면을 주 문! 둘 다 마라맛이 들어간 매운 음식이라 좀 고민했으 나, 짜거나 마라맛이 너무 세지 않아서 좋았네...",3.22.금
퓨전음식,멘보샤는 무조건 시키셔야하고요~ 버섯소이도 너무 맛있어요~,6.4.화
퓨전음식,홍콩파스타 새우탕면 멘보사 주문 홍콩파스타 매콤하 고 맛있음 멘보샤는 세상 맛있어요~ 필수로 주문하세 요. 새우탕면은 제입에는 그냥저냥....(얘는 추...,5.13.월
퓨전음식,"평일 점심시간 3명이여서 대기가 약간 있었지만 2인 은 바로 들어가고, 매장도 깔끔하고 홍콩 느낌나고 음 식과 함께 매력있는 장소였습니다. 특히 홍콩파...",4.11.목
퓨전음식,양이 생각보다 많았고 너무 맛있었어요! 꿔바로우도 양이 진짜 많았어요! 대부분 조금씩 음식 남기고 갔어 요..😮 꽃빵 서비스로 주셨는데 한입도 못 먹어...,5.7.화
퓨전음식,맛있어요!! 큐브스테이크랑 멘보샤 추천,6.11.화
퓨전음식,홍콩토스트 맛집🧇 홍콩파스타는 마라향이 맵지 않 고 무난히 맛있었어요! (웨이팅하지는 않을 것 같아요 ) 토스트를 안 시켰으면 아쉬울 뻔했어요 달달...,5.15.수
퓨전음식,"리뷰보고 찾아깄는데 저희 입맛에는 좀..멘보샤는 겉 바속촉 맛있었고,꿔바로우도 아주 맛있었어요.. 왕새 우탕면이 저희 스타일이 아니더라고요 가격대...",6.12.수
퓨전음식,"몇년만에 간곳인데 여전히 있어줘서 고맙고
여전히 맛있어서 고마운 곳
여친두 참 좋아해서 나중에 지인들하구 또 간다는 곳",6.28.금
퓨전음식,"아이와 함께 먹을 수 있고, 어른 입맛에도 맞응만한 음 식점 찾다가 찾아간 곳입니다 ^^ 꿔바로우랑 버섯크 림파스타(?) 는 아이랑 함께 하려고 주문했고, ...",3.2.토
퓨전음식,"전반적으로 다 맛있고, 홍콩 파스타 특히 맛있어요! 오 래 기다렸는데 기다린 보람이 있어요😛 다음에 또 올 것 같아요! 다만 웨이팅 안내해주시는 직원분이...",3.10.일
퓨전음식,퓨전 파스타가 아주 양도 많고 맛있음!! 전반적으로 재 료가 넉넉하게 들어가있거 강남한복판에서 이기격 이 퀄리티 이 양이면 최고!!😍😍 우육면이 진짜 ...,3.9.토
퓨전음식,맛있고 분위기도 좋아요. ^^,7.6.토
퓨전음식,역삼동 유명 맛집이라 궁금해서 갔어요..평일 4시즈음 은 웨이팅없이 입장했고 지하랑 매장이 넓고 좋았어 요.. set b 시켰는데-홍콩파스타 멘보샤4조각 ...,3.16.토
퓨전음식,매장이 넓어요! 가격은 좀 나가는 편이고 양이 많진 않습니다! 대신 진짜진짜 맛있어요!! 꿔바로우도 강추 드립니다 😍,5.8.수
퓨전음식,첫방문이라 대표메뉴 홍콩 파스타랑 블랙페퍼 스테이 크시켰어요! 부드러운 마라맛 파스타랑 향좋은 스테 이크! 맛있었습니당🫶🏼고기도 부드러워요!! 스...,4.19.금
퓨전음식,"매우 맛집이라고해서....
너무 기대가 컸는지........
전 한 번 간 것으로 만족 합니다!",6.22.토
퓨전음식,음식이 맛있고 한국인 입맛에도 맞아요,5.20.월
퓨전음식,마라인데 많이 매운것도아니고 맛있어요 첫 마라입문으로 좋을꺼같아요 홍콩스테이크시키고 버섯소이파스타랑 볶음밥 조합이 아주 굿,4.9.화
퓨전음식,"진짜 홍콩의 맛이 나네요~
맛있게 먹었어여",5.22.수
퓨전음식,"멘보샤가 제일루다가 맛있었어요 .. 🤍✌🏻
웨이팅할만한 맛집 !!",6.19.수
퓨전음식,차오멘 마싯다 멘보샤도 버섯소이파스타도 다 다 굿굿,5.13.월
퓨전음식,"친구들이랑 여기와보고 싶어서 웨이팅 하고 기다렸는
데 너무 맛있네요~~~!! 다양한 메뉴도 많아서! 다음번
엔 안시켜본 다른 메뉴도 먹어보려구요! 또올게...",5.11.토
퓨전음식,"음식맛도 좋구 깔끔하구 왕새우탕면, 멘보샤 강추구
요 홍콩파스타도 마라맛 강하지않아 호불호가 없을듯
하네요ㅎ .",6.19.수
퓨전음식,남자 직원 교육 좀 잘시키셔야 겠네요. 손님 없는 시간 대에 도착해서 주문 할때부터 오만상 쓰고 음식 나오 면 툭툭 던지고 테이블도 넓은데 굳이 사람도 ...,6.13.목
퓨전음식,홍콩파스타는 꼭 먹어보셔야됩니다.... 에이드도 너무너무 맛있어요! 꽃빵 추가는 무료예요,5.17.금
퓨전음식,간이 좀 세긴한데 토스트 맛있어요 매장이 넓고 좋아요,4.20.토
퓨전음식,소문대로 맛있어요. 친절했고 분위기도 좋았어요,4.24.수
퓨전음식,"친구들이랑 모임을 위해 방문했어요:) 메뉴 하나하나 다 맛있었어요! 특히, 왕새우탕면은 처음 먹어보는 맛 인 듯 새로운 맛이어서 더 맛있게 먹었네요❤️ ...",2.13.화
퓨전음식,"6명이 멘보샤, 새우볶음밥, 홍콩파스타,블랙페퍼큐브, 샐러드,버섯파스타 먹었습니다 멘보샤는 반씩 잘라 나옵니다 홍콩파스타는 약간 매콤(저처럼 매운...",3.2.토
퓨전음식,"구구당 3번째 방문하고 있는데 음식 넘 맛있고, 가게 
준위기가 넘 좋아요:) 정말 자주 올것 같아요. 예약을 
하고 갔는데 얼 마 안있어 바로 입장이 가능하 ...",6.13.목
퓨전음식,"항상 맛있게 잘 먹고 갑니다. 언제나 그렇듯 늘 친절하
게 응대해주셨네여. 지하에 독립된 자리도 있어서 너
무 좋았어요. 다음에 또 올께요",6.13.목
퓨전음식,"예약 하고 방문했어요, 커튼이 있는 단독 공간을 제공 해주셔서 모임 할 때 좋을 거 같아요. 음식도 너무 맛 있었어요. 스테이크 간도 잘 맞고, 홍콩식 토스...",5.23.목
퓨전음식,다들 음식맛에 엄청 만족했습니다🥰🥰 다맛있었어요~~,5.16.목
퓨전음식,음식은 전반적으로 괜찮았으나 직원이 너무 불친절해 서 몇번을 컴플레인하려다가 여기다가 리뷰적습니다. 메뉴오더하는중에 다 시키지도 않았는데 돌아...,6.12.수
퓨전음식,"5시 전에 가서 대기 없이 바로 입장
홍콩토스트 치킨차오멘 꿔바로우 3명이서 먹기 딱 좋았고, 음식도 너무 맛있었어요😄",3.16.토
