가게 이름,댓글,날짜,강수량,최고기온(℃),평균기온(℃),최저기온(℃),일조합(hr),일조율(%),일사합(MJ/m2),계절,날씨,ㅁ,눈
돼지고기구이,"종합세트랑 더티폭탄계란찜 먹었습니다! 샤로수길 맛 집으로 소문난 빽돈답게 특수부위가 정말 맛있었어요 ! 구성도 꼬들살, 뽈살, 뽈항정, 꽃살로 먹었는...",2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
돼지고기구이,특수부위 고기를 판매하고 있는 곳이고 고기가 연하고 부드러워 잘 씹힙니다! 그리고 계란찜도 다른 곳에서 먹지 못했던 맛이라 신기해요!,2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
돼지고기구이,"간만에 데이트로 샤로수길 갔다가 방문했는데, 특수 부위가 진짜 맛있었어요!! 특히 꽃살이 엄청 부드럽고 맛있음. 고기가 맛있다보니 소금만 찍어먹는게 ...",2024-06-20,0.0,35.4,29.4,23.4,12.1,81.8,25.99,여름,맑음,,
돼지고기구이,돼지고기인게 믿기지않을만큼 맛있어요!! 쫀득살 대 박 ㅠ 진짜 쫀득쫀득하고 고기에서 어떻게 이런 식감 이 나는지 신기했어요ㅋㅋㅋ밑반찬도 구색갖...,2024-05-23,0.0,26.4,20.2,15.8,12.7,88.2,30.1,봄,맑음,,
돼지고기구이,"항상 맛있게 먹는 집이에요
이 집은 특히 더티계란찜이랑 껍데기가 맛있으니까
꼭 시켜드세용",2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
돼지고기구이,"고기가 부드럽고 너무 맛있어요! 하이볼진짜 맛남 하 이볼맛집 ㅋㅋ!!! 계란찜도 이름이랑 너무 찰떡॰｡ཻ˚♡ 고기 계속 추가해서 먹고, 직원분들도 친절해요...",2024-05-19,0.0,27.9,21.5,15.9,12.6,88.1,28.99,봄,맑음,,
돼지고기구이,오랜만에 아이들과 가족끼리 외식!!! 고기가 질과 맛 이 아주~~~탁월합니다~!! 아이들도 맛있다고~~소리 %~질러~~!! 볶음밥도 별점다섯개!! 우리큰애...,2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,고기 질이 너무 좋고 맛있어요 쫄깃하면서 질기지않 아서 질리지 않고 잘 먹을 수 있었습니다 2인 세트로 시켰는데 사이드 안 먹어도 배부르게 먹을 수 ...,2024-07-05,4.1,26.1,23.4,21.3,1.4,9.5,11.25,여름,비,,
돼지고기구이,고기를 워터에이징을 해서 육즙이 살아있어요!고기질 이 좋고 신선하고 부드러워요!기본으로 사이드 메뉴 도 맛있고 계란찜과 김치짜글이 미쳤습니다 고...,2024-05-18,0.0,26.5,20.7,16.0,11.3,79.0,26.88,봄,맑음,,
돼지고기구이,9시 이후엔 서비스도 있어서 좋았어요! 기본 찬들도 맛있고 고기도 부드럽고 맛있어요. 짜글이 중독성이 대박이에요👍,2024-07-02,65.1,25.2,23.2,21.9,0.0,0.0,1.93,여름,비,,
돼지고기구이,국내산 생고기 최상급 특수부위만을 사용하는 서울 대입구맛집 빽돈에 다녀왔습니다 🥩❤️ 빽돈은 100 % 국내산 생고기만을 사용하며 엄격한 숙성기...,2024-04-21,0.0,21.7,17.2,13.3,1.0,7.5,11.86,봄,흐림,,
돼지고기구이,샤로수길에 많은 고기집들 중에 처음 방문해봤어요! 워낙 유명한 집이라 늘 웨이팅이 있었는데 일찍 방문 했더니 바로 입장했어요! 주문한 고기를 보니 ...,2024-05-16,0.1,19.8,13.7,6.9,13.1,92.3,31.35,봄,비,,
돼지고기구이,"우왕 맛집이에여 김치찌개도 맛잇고 고기도 다양하게
먹을 수 있고 숯도 쎄고! 장담하는디 조만간 또 갑니
다요 사람이 많아서 웨이팅필수지만!",2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
돼지고기구이,지나가다가 특수부위 먹고싶어서 들어왔는데 대성공 입니다!!! 2인 세트로 2명이서 기분좋게 먹었고 반찬 들이....고기랑 너무 잘 어울려요!!!! 파절이랑 미...,2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,샤로수길 골목에 있는 고깃집이먀 술집 다 다녀봤는 데 여기 제일 만족해요 ㅠ 특히 항정살 쫀득 꼬들 미쳤 습니다 사장님 직원분들 너무 친절하시고 매장 ...,2024-05-25,0.0,24.7,21.4,18.7,2.3,15.9,17.34,봄,흐림,,
돼지고기구이,"여태껏 가본 부속고기집 중에서 1등입니다. 꽃살, 꼬 들살 진짜 쫀득하고 부드러워서 느어무 맛있었는데 역시 1등은 항정살이네요… 진짜 맛있는 항정...",2024-04-28,0.0,28.9,20.7,13.0,11.4,83.2,25.14,봄,맑음,,
돼지고기구이,뒷고기맛집답게 다양한 뒷고기 많이 먹고왔어요 네이버 예약하면 이런저런 혜택이 많아 좋아요 ㅎㅎ,2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
돼지고기구이,여기는 특수부위 맛집입니다!!! 뭐가 맛있을지 몰라서 종합세트로 시켰는데 너무 맛있길래 리뷰 남기려고 먹던 중에 사진 찍었어요 ㅋㅋㅋㅋ 4가지 종류 ...,2024-05-22,0.0,25.5,20.5,16.4,10.0,69.4,27.4,봄,맑음,,
돼지고기구이,"직원분들이 친절하고 잘생기 셨어요!!! 음식도 맛있고,
 고기질이 좋아요~~~ 강추 합니다~~~!!!!!",2024-06-20,0.0,35.4,29.4,23.4,12.1,81.8,25.99,여름,맑음,,
돼지고기구이,고기 질 엄청 좋고 맛있어요!! 야채 좋아해서 갠적으로 야채 좋아하는 분들 모듬야채 꼭 시키시길! 폭탄 계란찜 보규 왔는데 넘 맛있어용😍😍,2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
돼지고기구이,"고기 질도 좋고 부드럽고 맛있어서 계속 감탄하면서 먹었어요! 그리고 직원분들도 정말 친절하시고 서울 대입구역에서 가까워서 연인, 친구와 함께 소모...",2024-04-24,9.0,16.5,13.2,11.0,1.9,14.1,9.53,봄,비,,
돼지고기구이,샤로수길 맛집 찾다가 들린 곳인데 고기도 정말 신선 하고 내부도 깨끗해서 너무 좋았어요! 부위별로 종합 세트가 있어서 다양한 맛을 가성비있게 즐길 수...,2024-05-20,0.0,22.8,19.4,16.8,0.5,3.5,11.45,봄,흐림,,
돼지고기구이,"또 와도 역시 맛있네요 육즙…
일찍와서 쾌적해서 더좋았습니다
직웜분들도 친절합니다",2024-07-07,28.7,28.2,24.4,21.5,0.6,4.1,11.09,여름,비,,
돼지고기구이,삼겹 목살 다맛있고 청국장까지!맛도리 빽돈 또올게요 맛있습니다!!,2024-06-30,32.2,24.9,23.5,22.0,0.0,0.0,3.89,여름,비,,
돼지고기구이,고기가 쫀득쫀득하니 맛있었어요 마지막에 항정살을 구웠는데 기름이 많이 떨어져서 잘타니 구울때 신경써야겠어요~ 다음에 또 올게용,2024-06-30,32.2,24.9,23.5,22.0,0.0,0.0,3.89,여름,비,,
돼지고기구이,딸과같이 서울대입구역 빽돈에서 저녁을 먹고 왔어요 . 가게외부에는 워터에이징 하는것도 보였고 내부는 레트로한 감성이 가득한 곳이예요. 최상급 돼지...,2024-03-26,11.5,12.4,7.4,3.2,2.3,18.5,13.76,봄,비,,
돼지고기구이,친절하고 맛있는곳은 무조건이에요 워터에이징된 숙 성고기 맛도좋고요 비빔멱 꼭드세요 비빔면에 다진고 기 식감도 꾸덕꾸덕 양념도 새콤달콤 장난아니...,2024-03-24,0.0,23.4,16.2,10.5,8.1,65.9,19.89,봄,맑음,,
돼지고기구이,"생각날 때마다 들리는 맛집🔥🔥 고기 질도 좋고, 양 념이나 밑반찬도 맛있어서 자주 오는 맛집입니다ㅠㅠ 폭탄 계란찜은 필수라 늘 시키고 이번에 비빔면...",2024-03-30,0.0,15.6,8.8,3.0,5.4,43.2,16.07,봄,흐림,,
돼지고기구이,"진짜 모든 메뉴와 반찬이 맛있는 맛집이에요! 2인 세 트 주문했는데 부위별로 나와서 순서대로 먹을 수 있 었고, 맛을 하나하나 음미하며 먹을 수 있어서 ...",2024-05-17,0.0,24.9,18.3,10.8,10.8,75.5,24.4,봄,맑음,,
돼지고기구이,"고기퀄리티 진짜 좋고 맛있어요!!!
숯불쌔서 금방익습니다!!!
서울대입구 찐 고기 맛집 인증이여요!!!",2024-06-08,16.9,25.0,20.3,17.9,2.5,17.0,9.7,여름,비,,
돼지고기구이,"육즙팡팡 맛있어요!! 더티폭탄 계란찜 매콤해서 돼지
고기랑 잘 어울립니다~ 꼬들살 강추해요😚",2024-05-26,8.7,23.7,19.9,17.0,3.1,21.4,10.2,봄,비,,
돼지고기구이,"2인 종합세트 딱 적당하고 고기맛있어요👍👍 9시 넘어서와서 받은 껍데기 서비스도 맛있고 함박산볶음밥은 양 장난없는듯,, 잘먹고갑니다~~",2024-06-03,0.0,28.7,22.2,15.7,11.2,76.7,29.95,여름,맑음,,
돼지고기구이,고기도 맛있고 계란찜은 두말할 것 없이 푸짐하고 맛있었어요ㅎㅎ,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
돼지고기구이,"전화로 웨이팅 걸어놓고 방문했는데 친절하시고 음식
도 맛있어요 불판도 바로바로 바꿔주셔서 깔끔하게 
먹을 수 있었어요",2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
돼지고기구이,"샤로수길 고기집으로 유명한 빽돈을 들렀어요~ 특수
부위 질도 좋고 기름기 적은것부터 많은것까지 다 맛
있더라구요ㅠㅠ직원분들도 친절하셔서 재방문...",2024-04-22,0.0,24.1,18.8,15.0,4.6,34.3,19.34,봄,흐림,,
돼지고기구이,지나가다 우연히 보고 들어왔눈데 소문만큼 맛나네요!!! ☺️☺️🫶🏻 삼인분 시켯는데 배부르고 맛잇어욜 만족만족 또올게용 ㅋ,2024-07-01,0.0,31.3,26.3,22.0,8.3,56.5,24.69,여름,맑음,,
돼지고기구이,"샤로수길 맛집 빽돈에서
데이트 쓰껄하기 좋아요",2024-06-06,0.0,31.4,24.1,19.3,9.3,63.3,24.47,여름,맑음,,
돼지고기구이,양도 많고 고기상태가 너무 좋네요 🥹 사이드 볶음밥도 너무너무 맛있습니다 ♥️,2024-07-04,3.6,30.6,26.8,23.2,3.4,23.1,18.81,여름,비,,
돼지고기구이,고기도 신선하니 맛있고 사이드 종류별로 다 맛있어요 ! 껍데기 최고,2024-06-14,0.0,33.0,26.3,21.4,9.1,61.5,24.24,여름,맑음,,
돼지고기구이,"고기 질 아주 좋고요, 김치짜글이 걸쭉한 농도가 장난
이 아니에요!!! 완전 강추합니다😆😆 재방문 의사 있
숩니다!?",2024-06-05,0.0,30.1,23.6,18.1,10.4,70.7,25.14,여름,맑음,,
돼지고기구이,"재방문이에요:)) 넘넘 맛있어서 또왔습니다!! 고기 찍
어먹는 소스가 넘 맛있어요…어떻게 만드시나여 레시
피좀…🥹 아참 여기 오시면 계란찜 꼭 드세요!!",2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,특별세트 더티폭탄계란찜 짱 맛있어요.불도 세고 고기 육질이 훌륭합니다.굿♡강추강추,2024-05-28,0.0,26.1,20.4,14.3,11.1,76.6,27.55,봄,맑음,,
돼지고기구이,오랜만에 왔는데 여전히 멋있네요 고기도 너무 질이 좋고 사장님이 너무 친절하십니다!! 앞으로도 자주올 예정이에요 항상 감사합니다!!!!,2024-06-20,0.0,35.4,29.4,23.4,12.1,81.8,25.99,여름,맑음,,
돼지고기구이,밥도 너무 맛있고 고기도 두껍도 맛있네요!!! 직원분들도 친절하셔서 너무 만족스런 식사였습니다🤭,2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
돼지고기구이,제 생일이라 남친이 맛난거 사준대서 맛있어보이는데 찾아 왔는데요~~~ 너무 마시써요😆 맨날 삼겹살만 먹다가 특수부위도 먹어보니까 세상 부드럽네...,2024-04-09,0.0,20.8,15.3,10.6,11.9,92.2,25.68,봄,맑음,,
돼지고기구이,"워터에이징으로 육즙이 정말 남달라요👍 고기 단품
으로 주문해도 야채모둠?이 같이 나오는게 맘에 들고 
그리고 폭탄 계란찜은 빽돈에서 안시키면 진짜 ...",2024-05-01,0.0,24.0,18.5,13.9,9.8,71.0,26.05,봄,맑음,,
돼지고기구이,특수부위를 즐길 수 있는곳 요즘 가맹점이 많이 생겼 는데 그 이유가 납득이 된다 숯불의 퀄리티부터 고기 의 퀄리티 k 디저트인 볶음밥도 너무 좋아 만족...,2024-04-21,0.0,21.7,17.2,13.3,1.0,7.5,11.86,봄,흐림,,
돼지고기구이,"매번 지나가기만 하다가 와봤는데 숯도 고기도 질이 
너무 좋은게 느껴져요! 이렇게 부드러운 목살 처음이
에요 강추! 다 맛있어서 앞으로 자주 올 예정이...",2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
돼지고기구이,지나가다 계속 사람 많길래 가봤는데 사람 많은 이유 가 있었음!! 기본 삼겹살이랑 벌집껍데기 시켰는데 벌 집껍떼기 진짜 맛있어서 또 가고 싶어요 본인이...,2024-05-19,0.0,27.9,21.5,15.9,12.6,88.1,28.99,봄,맑음,,
돼지고기구이,서울대입구에 이런 고기집이 있는줄 몰랐네요 ㅎㅎ 네이버 예약도 가능해서 편하게 방문했어요:) 주말에 한시부터 영업해서 좋아요 ㅎㅎ 돼지갈비 같은 ...,2024-03-16,0.0,18.3,10.9,4.4,8.3,69.2,18.28,봄,맑음,,
돼지고기구이,근처 맛집 찾다가 친구들이 맛집이라고 추천해서 와 봤어요! 동생이랑 같이 왔는데 고기 질도 좋고(전부 국내산) 가볍게 한끼 먹기 좋네요~ 직원 분들 ...,2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
돼지고기구이,2인세트의 특수부위?? 들도 쫄깃쫄깃 맛있었고! 목살 이 촉촉한것이 너무 맛있었어요! 닭가슴살이랑 비슷 한 담백함과 촉촉함이 느껴졌어요! 그리고 주차...,2024-03-23,0.1,18.2,13.0,9.3,8.2,66.7,19.2,봄,비,,
돼지고기구이,"빽돈 본점이 샤로수길에 있다길래 본점 찾아 와 봤어 요. 진쨔 맛있어요! 고기 부위도 특수부위인데 다양하 게 먹어볼 수 있고, 깔끔하게 나오는 구성이라 ...",2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,"와, 돼지고기도 이렇게 고급스러운 맛이 날 수 있군요! !! 여기 고기집 넘 맛있어용!! 삼겹살, 목살 같은 뻔한 고기가 아니라 뽈살, 꽃살 같은 특수부위를 전...",2024-04-21,0.0,21.7,17.2,13.3,1.0,7.5,11.86,봄,흐림,,
돼지고기구이,샤로수길 맛집 답게 고기 질도 너무 좋고 맛있어요! 술 한잔하며 수다떨며 고기먹기도 좋아서 데이트장소로 도 너무 좋은 서울대입구 고기집인 것 같아요. ...,2024-03-15,0.0,14.5,8.9,4.0,10.6,89.1,20.18,봄,맑음,,
돼지고기구이,돼지고기 먹고싶을 때마다 생각나는 빽돈 👍 삼겹살 목살도 맛있고 특수부위도 다양하게 맛있어서 재방문 한 곳이에요 💛 기본으로 나오는 콩나물 김치 ...,2024-03-03,0.0,7.8,4.0,0.4,6.6,57.4,13.52,봄,맑음,,
돼지고기구이,"고기 너무 맛있어요🥰🥰🥰 2인 종합 세트 가성비있
고 좋음 완전 추천이구 더티폭탄 계란찜도 넘 맛있네
요~~ 맛있게 먹고갑니닷 🤩🤩✨",2024-04-17,0.0,21.8,15.0,9.7,10.3,77.4,23.2,봄,맑음,,
돼지고기구이,고기 질이 좋습니다. 간장소스에 찍어먹으면 꿀맛!,2024-05-27,0.0,22.6,18.5,14.1,9.9,68.3,26.89,봄,맑음,,
돼지고기구이,"계란찜이 7천원이라 비싼데? 싶었지만 치즈도 들어가
있고 양이 진짜 많아서 돈이 안아깝더라구요,, 맛까지 
죠아😍 이번엔 특수부위 말고 삼겹목살 먹었...",2024-04-21,0.0,21.7,17.2,13.3,1.0,7.5,11.86,봄,흐림,,
돼지고기구이,샤로수길 특수부위 맛집으로 유명한 빽돈 다녀왔어요 👏 금요일 저녁이라 그런지 예약 안했으면 기다릴뻔 했네요 테이블은 꽉 차있지만 간격이 넓어서 ...,2024-02-23,0.4,6.1,1.8,-1.0,5.8,52.3,15.28,겨울,눈,103.0,눈
돼지고기구이,휴가 나온 아들과 저녁 먹으러 갔는데.. 오랜만에 가 봤더니 뭔가 메뉴가 더 다양해 졌더라구요... 저와 아 들 모두 뽈살이 제일 맛있었어요.. 다른 부위도 ...,2024-03-08,0.0,6.5,2.1,-0.7,10.4,88.9,19.91,봄,맑음,,
돼지고기구이,고기퀄리티도 좋고 밑반찬도 깔끔해요! 특히 청국장.. 진짜 존맛탱 꼭 먹어야함👍👍,2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,"너무 맛있게 잘먹었습니다
고기랑 찍어먹는 소스랑 파절이 너무 맛있었어요!",2024-06-16,0.0,29.5,24.3,19.9,13.2,89.2,30.02,여름,맑음,,
돼지고기구이,"다양한 사이드메뉴가 있다는게 가장 큰 매력이고 세
트를 시키니 여러가지 부위로 즐길 수 있어서 너무 좋
았어요. 직원과 사장 모두 친절하고 질좋은 고...",2024-04-18,0.0,24.9,17.3,10.7,11.7,88.0,25.45,봄,맑음,,
돼지고기구이,첫방문인데 너무 맛있어요 다음에 또 방문하겠습니다~~,2024-07-07,28.7,28.2,24.4,21.5,0.6,4.1,11.09,여름,비,,
돼지고기구이,너무 맛있어요!! 갈비맛도 나고 넘 맛있어용 ㅠㅠ 다음에 또 올게요!,2024-06-23,5.1,30.1,25.1,22.5,3.8,25.7,18.84,여름,비,,
돼지고기구이,"고기 질이 좋고 삼겹살도 맛있고 청국장도 맛있어요.
샤로수길 고기맛집 추천합니다~~",2024-05-18,0.0,26.5,20.7,16.0,11.3,79.0,26.88,봄,맑음,,
돼지고기구이,"샤로수길 고기 맛집이에요!!
양도 많고 친절하시고 자주 갈듯 싶습니다❤️❤️",2024-05-04,0.0,28.5,21.4,14.6,12.5,89.9,26.61,봄,맑음,,
돼지고기구이,"서울대입구 빽돈 생길 때부터 맛집으로 유명했는데 오랜만에 재방문하니 더 맛있어졌어요😊 고기 질도 너무 좋고, 부드럽고 서울대입구에서 고기로는 ...",2024-02-23,0.4,6.1,1.8,-1.0,5.8,52.3,15.28,겨울,눈,103.0,눈
돼지고기구이,돼지고기 특수부위를 맛볼수있는 특별한 고기집♥️ 부 위마다 확실히 맛이 달라서 질리지 않고 무엇보다 고 기 퀄리티가 진짜 너무 좋아서 만족스러웠어요 ...,2024-02-04,0.0,12.2,7.3,3.7,4.6,44.2,10.88,겨울,흐림,,
돼지고기구이,"고기가 야들야들 쫄깃쫄깃 맛있어요! 이른 시간에 가
서 사람이 별로 없었는데 사장님께서 고기 구워먹는 
순서도 알려주시고 부족한거 물어봐주시면서 ...",2024-06-29,38.3,32.3,26.7,21.6,6.9,46.9,20.46,여름,비,,
돼지고기구이,좋아하는 여자애랑 왔는데 맛있고 고기 맛있고 계란찜 같은 일반적인 메뉴도 특색있어서 좋았어요 다른 친구들도 데리고 오고 싶어요,2024-06-28,0.0,32.5,26.6,21.3,13.2,89.2,28.84,여름,맑음,,
돼지고기구이,"특수부위 맛집! 빽돈 본점답게 고기 질 좋음 모듬 먹었
는데 꼬들살 맛있어서 추가하고 삼겹,목살도 먹음ㅋ
ㅋ마지막에 벌집껍데기로 입가심했는데 모든 ...",2024-03-29,1.4,12.3,7.6,5.0,2.5,20.0,6.68,봄,비,,
돼지고기구이,"와우 둘이서 본메뉴 하나, 사이드 메뉴 두개 올 클리어 ... 개맛있어서 환장하고 먹었습니다. 일단 고기 질이 좋아서 식감이 쫄깃 쫄깃해서 좋습니다. 사이드...",2024-04-09,0.0,20.8,15.3,10.6,11.9,92.2,25.68,봄,맑음,,
돼지고기구이,고기도 맛있고 양도많고 직원분들 다 너무 친절하셨습니다!또올게요!!,2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
돼지고기구이,처음 먹어본 특수부위모듬~ 아부지도 정말 맛있다고 하시면서 분야 데이트까지 잘하고 돌아갑니다. 계란 찜이랑 특수 모두 부위 추천이 많아서 저희 시...,2024-02-20,2.6,6.8,4.3,2.8,0.0,0.0,2.34,겨울,비,,
돼지고기구이,"고기도 완벽~ 계란 찜도 최고~😀
다들 바쁘신데 
사장님도 직원분들도 매우 친절~☺️🤍",2024-05-25,0.0,24.7,21.4,18.7,2.3,15.9,17.34,봄,흐림,,
돼지고기구이,"정말 오랜만에 왔는데 여전히 맛있네요. 가격에 비하 면 양은 적당한 편이지만 맛은 정말 보장합니다. ’오늘 고기가 땡긴다, 그런데 뭔가 특별한 고기가 먹...",2024-07-02,65.1,25.2,23.2,21.9,0.0,0.0,1.93,여름,비,,
돼지고기구이,만석이라 기다리고 있는 와중에도 불편한 게 없는지 계속 체크해 주시는 섬세함과 친절함에 고기보다 감 동을 먼저 먹었습니다 ㅜㅜ 주류도 엄청 시원하...,2024-06-25,0.0,27.2,22.9,19.1,10.7,72.3,25.24,여름,맑음,,
돼지고기구이,"고기랑 곁반찬 다 맛있어요!
특히 삼겹살, 짜글이 추천합니다ㅎㅎ
다음에 또 와서 볶음밥도 먹어보고싶어요~",2024-06-09,0.0,28.8,22.9,17.4,12.3,83.7,28.38,여름,맑음,,
돼지고기구이,"기본적으로 고기 질이 좋아서 맛있었습니다!
부위도 다양하게 파는데 뽈살이랑 꼬들살 특히 맛있었어요. 직원분들도 다 너무 친절하고 좋았습니다!!",2024-05-22,0.0,25.5,20.5,16.4,10.0,69.4,27.4,봄,맑음,,
돼지고기구이,와 빽돈 사람 왜많은가 궁금했었는데 걍 개존맛탱😋 뒷고기를 판매하는데 진심 다 맛있었어요. 숯불이라 서 기름 떨어지면 불 오르니 조심! 김치랑 마늘...,2024-01-26,0.0,4.0,-1.7,-6.9,9.4,93.1,12.68,겨울,맑음,,
돼지고기구이,예약하고 방문했는데 직원분도 친절하고 이미 세팅된 자리에 바로 들어왔어요!! 고기 설명도 친절하게 해주 신만큼 맛도 좋아요!! 네이버예약하고 방문하면...,2024-05-19,0.0,27.9,21.5,15.9,12.6,88.1,28.99,봄,맑음,,
돼지고기구이,여기 맛있어서 자주와요!!! 특수부위 다 맛있고 껍데기도 댕맛ㅠㅠ 사이드도 다 맛있어요:),2024-04-22,0.0,24.1,18.8,15.0,4.6,34.3,19.34,봄,흐림,,
돼지고기구이,특별한 메뉴가 있으니 오셔서 드셔보세요~~!!!,2024-05-31,1.0,25.4,20.4,16.9,11.8,80.8,30.31,봄,비,,
돼지고기구이,"불도 좋고 고기도 질이 좋네요
샤로수길 맛집 추천입니다",2024-05-19,0.0,27.9,21.5,15.9,12.6,88.1,28.99,봄,맑음,,
돼지고기구이,"늘 오는곳 넘나리 맛있는곳 역시 특수부위는빽돈입니당
이런날씨에 고기가 최고 넘나 생각나여",2024-04-24,9.0,16.5,13.2,11.0,1.9,14.1,9.53,봄,비,,
돼지고기구이,고기가 너무 맛있어요~ 짱🩷😊,2024-06-30,32.2,24.9,23.5,22.0,0.0,0.0,3.89,여름,비,,
돼지고기구이,늘 주기적으로 방문하는곳이에용 늘 맛잇고 서비스가 좋어용 서울대 최대 맛집입니다,2024-07-07,28.7,28.2,24.4,21.5,0.6,4.1,11.09,여름,비,,
돼지고기구이,친구랑 먹으러왔는데 분위기 좋고 좋아요!!,2024-06-25,0.0,27.2,22.9,19.1,10.7,72.3,25.24,여름,맑음,,
돼지고기구이,세번만에 겨우 온 곳! 항상 사람 많은 이유가 있네요.. . 나오는 음식마다 다 맛있어서 계속 시키게 되는 매직 😋 예약도 할 수 있어 너무 좋아요 ㅠㅠ 최근에...,2024-04-27,0.0,26.2,18.2,11.5,12.5,91.9,28.23,봄,맑음,,
돼지고기구이,너무 맛있어서 흡입하느라 사진도 제대류 못찍었네요 직원분들도 친절하시고 즐거운 식사했습니다!!,2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
돼지고기구이,와미친 제가 주량이 소주 2병인데 이거 다 마셨어요 2 차따위는 생각도 안날 메뉴들로 가득차서 하나하나 다 먹다보니 제가 취했지뭐에요 집 조심히 들어...,2024-06-01,0.0,25.2,20.7,17.5,9.4,64.4,27.02,여름,맑음,,
"멕시코,남미음식",파히타 B세트 먹었는데 진짜 너무 맛있어요 ㅠㅠ ㅠ ㅠ 들어가는 입구부터 무슨 다른세계로 들어가는 분 위기였는데 인테리어도 너무 좋았어요 튿히 음...,2023-12-31,4.7,4.3,2.1,0.6,0.6,6.3,3.06,겨울,눈,87.0,눈
"멕시코,남미음식",갓잇 오 완전 맛있었어요. 저 타고 좋아하는데 요긴 진짜 짱짱!! 전날 가려다가 브렉탐 급박해서 딴 곳 갔 는데 완전 만족요~ 또 봐요 봐요. 🌮 🌮 🌮 ...,2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식",도산공원 주변 고급스럽고 분위기 좋은 멕시칸 요리 맛집 푸짐하고 먹음직한 플레이팅에 신선한 재료들이 가득~ 또띠아에 다양한 소스 재료들 조합해서 ...,2024-06-11,0.0,31.6,25.4,21.7,10.2,69.4,27.17,여름,맑음,,
"멕시코,남미음식",친구가 강력추천해서 이번 서울여행에서 가장 기대가 컸던집이예요 ㅠㅠ 역시 명불허전이다.. 갓잇 갓잇하 는 이유가 있네요 ! 먹어본 파히타중 가장 맛있...,2024-06-15,6.1,28.2,24.2,21.8,3.4,23.0,15.71,여름,비,,
"멕시코,남미음식",타코가 맛있는 음식이란걸 처음 깨닫게 된곳 🤭🤭 위치는 젠틀몬스터 도산공원점 바로 옆건물이고 찾 기 어렵다 싶을때 이정표 나와서 반가웠네요 ...,2024-05-22,0.0,25.5,20.5,16.4,10.0,69.4,27.4,봄,맑음,,
"멕시코,남미음식",외국에서 온 친구가 먹고 싶다고 해서 왔어요~!🥰 3- 4군데 이상 여러 지점 가봤지만 개인적으로 도산공원 점이 인테리어나 맛이나 최고 같아요🤤 엔칠...,2024-04-29,0.0,26.1,20.9,16.9,8.8,64.2,21.36,봄,맑음,,
"멕시코,남미음식",맛있어요 ㅋㅋ 오랜만에 타코먹으러 왔는데 가성비도 좋고 매장도 쾌적해요. 인테리어는 중동에 놀러온 것 같은 느낌이고~ 칠리향이 강하지않아 부담없...,2024-06-29,38.3,32.3,26.7,21.6,6.9,46.9,20.46,여름,비,,
"멕시코,남미음식","음식이 맛있네욤 ~~~ 🩷🩷 친절하고 응대도 빠르고 
음식도 빠르게 나오는 편이에용 🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻🫶🏻
🫶🏻🫶🏻🫶🏻",2024-06-27,0.0,31.6,26.3,20.6,9.3,62.8,23.84,여름,맑음,,
"멕시코,남미음식","도산공원점은 두번째 방문인데 올때마다 만족해요 :) 
친절하고 넓고 깨끗함! 맛은 기본입니당 👍🏻 리뷰쓰고
 에이드도 받으세요오😘",2024-06-22,16.5,26.1,24.2,22.6,0.0,0.0,3.59,여름,비,,
"멕시코,남미음식","갓잇!!제가 도산에 오면 꼭먹는 최애 멕시코 맛집!
타코가 너무 너무맛있어요ㅎㅎ 
요즘은 웨이팅도적어져서 더 좋아요!",2024-07-06,2.8,30.0,25.1,22.1,0.1,0.7,6.84,여름,비,,
